ANÁLISE DE SISTEMAS - BACHARELADO,2004/1,20041903**118,ALGORITMOS E PROGRAMAÇÃO II,Quarta-feira,19:00:00,21:00:00,0.0,100.00
ANÁLISE DE SISTEMAS - BACHARELADO,2004/1,20041903**215,ALGORITMOS E PROGRAMAÇÃO II,Quarta-feira,21:00:00,23:00:00,0.0,100.00
ALGORITMOS E PROGRAMAÇÃO II,Quinta-feira,19:00:00,21:00:00
ANÁLISE DE SISTEMAS - BACHARELADO,2004/1,20041903**142,ALGORITMOS E PROGRAMAÇÃO II,Quinta-feira,19:00:00,21:00:00,6.8,100.00
ALGORITMOS E PROGRAMAÇÃO II,Quinta-feira,19:00:00,21:00:00
ANÁLISE DE SISTEMAS - BACHARELADO,2004/1,20041903**541,ANÁLISE E PROJETO DE SOFTWARE ORIENTADO A OBJETOS,Terça-feira,21:00:00,23:00:00,5.3,76.47
